time;V(OSC);
0.000241704;0.00556725;
0.000241709;0.0055688;
0.000241714;0.00556022;
0.000241719;0.00556177;
0.000241724;0.00555319;
0.000241729;0.00555475;
0.000241734;0.00554617;
0.000241739;0.00554773;
0.000241744;0.00553917;
0.000241749;0.00554073;
0.000241754;0.00553217;
0.000241759;0.00553374;
0.000241764;0.00552518;
0.000241769;0.00552675;
0.000241774;0.00551819;
0.000241779;0.00551977;
0.000241784;0.00551122;
0.000241789;0.0055128;
0.000241794;0.00550426;
0.000241799;0.00550584;
0.000241804;0.0054973;
0.000241809;0.00549889;
0.000241814;0.00549035;
0.000241819;0.00549195;
0.000241824;0.00548342;
0.000241829;0.00548502;
0.000241834;0.00547649;
0.000241839;0.00547809;
0.000241844;0.00546957;
0.000241849;0.00547118;
0.000241854;0.00546265;
0.000241859;0.00546427;
0.000241864;0.00545575;
0.000241869;0.00545737;
0.000241874;0.00544886;
0.000241879;0.00545048;
0.000241884;0.00544197;
0.000241889;0.0054436;
0.000241894;0.00543509;
0.000241899;0.00543672;
0.000241904;0.00542823;
0.000241909;0.00542986;
0.000241914;0.00542137;
0.000241919;0.005423;
0.000241924;0.00541451;
0.000241929;0.00541616;
0.000241934;0.00540767;
0.000241939;0.00540932;
0.000241944;0.00540084;
0.000241949;0.00540249;
0.000241954;0.00539401;
0.000241959;0.00539567;
0.000241964;0.0053872;
0.000241969;0.00538885;
0.000241974;0.00538039;
0.000241979;0.00538205;
0.000241984;0.00537359;
0.000241989;0.00537525;
0.000241994;0.0053668;
0.000241999;0.00536847;
0.000242004;0.00536001;
0.000242009;0.00536169;
0.000242014;0.00535324;
0.000242019;0.00535492;
0.000242024;0.00534647;
0.000242029;0.00534816;
0.000242034;0.00533972;
0.000242039;0.0053414;
0.000242044;0.00533297;
0.000242049;0.00533466;
0.000242054;0.00532623;
0.000242059;0.00532792;
0.000242064;0.00531949;
0.000242069;0.0053212;
0.000242074;0.00531277;
0.000242079;0.00531448;
0.000242084;0.00530606;
0.000242089;0.00530777;
0.000242094;0.00529935;
0.000242099;0.00530106;
0.000242104;0.00529265;
0.000242109;0.00529437;
0.000242114;0.00528596;
0.000242119;0.00528768;
0.000242124;0.00527928;
0.000242129;0.00528101;
0.000242134;0.00527261;
0.000242139;0.00527434;
0.000242144;0.00526594;
0.000242149;0.00526768;
0.000242154;0.00525929;
0.000242159;0.00526103;
0.000242164;0.00525264;
0.000242169;0.00525438;
0.000242174;0.005246;
0.000242179;0.00524775;
0.000242184;0.00523937;
0.000242189;0.00524112;
0.000242194;0.00523275;
0.000242199;0.0052345;
0.000242204;0.00522613;
0.000242209;0.00522789;
0.000242214;0.00521953;
0.000242219;0.00522129;
0.000242224;0.00521293;
0.000242229;0.00521469;
0.000242234;0.00520634;
0.000242239;0.00520811;
0.000242244;0.00519976;
0.000242249;0.00520153;
0.000242254;0.00519319;
0.000242259;0.00519496;
0.000242264;0.00518662;
0.000242269;0.0051884;
0.000242274;0.00518006;
0.000242279;0.00518185;
0.000242284;0.00517352;
0.000242289;0.00517531;
0.000242294;0.00516698;
0.000242299;0.00516877;
0.000242304;0.00516044;
0.000242309;0.00516224;
0.000242314;0.00515392;
0.000242319;0.00515572;
0.000242324;0.00514741;
0.000242329;0.00514921;
0.000242334;0.0051409;
0.000242339;0.00514271;
0.000242344;0.0051344;
0.000242349;0.00513621;
0.000242354;0.00512791;
0.000242359;0.00512973;
0.000242364;0.00512143;
0.000242369;0.00512325;
0.000242374;0.00511495;
0.000242379;0.00511678;
0.000242384;0.00510849;
0.000242389;0.00511032;
0.000242394;0.00510203;
0.000242399;0.00510386;
0.000242404;0.00509558;
0.000242409;0.00509741;
0.000242414;0.00508913;
0.000242419;0.00509098;
0.000242424;0.0050827;
0.000242429;0.00508455;
0.000242434;0.00507628;
0.000242439;0.00507813;
0.000242444;0.00506986;
0.000242449;0.00507171;
0.000242454;0.00506345;
0.000242459;0.00506531;
0.000242464;0.00505705;
0.000242469;0.00505891;
0.000242474;0.00505065;
0.000242479;0.00505252;
0.000242484;0.00504427;
0.000242489;0.00504614;
0.000242494;0.00503789;
0.000242499;0.00503976;
0.000242504;0.00503152;
0.000242509;0.0050334;
0.000242514;0.00502516;
0.000242519;0.00502704;
0.000242524;0.00501881;
0.000242529;0.00502069;
0.000242534;0.00501246;
0.000242539;0.00501435;
0.000242544;0.00500612;
0.000242549;0.00500802;
0.000242554;0.00499979;
0.000242559;0.00500169;
0.000242564;0.00499347;
0.000242569;0.00499537;
0.000242574;0.00498716;
0.000242579;0.00498907;
0.000242584;0.00498086;
0.000242589;0.00498276;
0.000242594;0.00497456;
0.000242599;0.00497647;
0.000242604;0.00496827;
0.000242609;0.00497019;
0.000242614;0.00496199;
0.000242619;0.00496391;
0.000242624;0.00495572;
0.000242629;0.00495764;
0.000242634;0.00494945;
0.000242639;0.00495138;
0.000242644;0.00494319;
0.000242649;0.00494512;
0.000242654;0.00493694;
0.000242659;0.00493888;
0.000242664;0.0049307;
0.000242669;0.00493264;
0.000242674;0.00492447;
0.000242679;0.00492641;
0.000242684;0.00491824;
0.000242689;0.00492019;
0.000242694;0.00491203;
0.000242699;0.00491398;
0.000242704;0.00490582;
0.000242709;0.00490777;
0.000242714;0.00489961;
0.000242719;0.00490157;
0.000242724;0.00489342;
0.000242729;0.00489538;
0.000242734;0.00488723;
0.000242739;0.0048892;
0.000242744;0.00488105;
0.000242749;0.00488302;
0.000242754;0.00487488;
0.000242759;0.00487686;
0.000242764;0.00486872;
0.000242769;0.0048707;
0.000242774;0.00486257;
0.000242779;0.00486455;
0.000242784;0.00485642;
0.000242789;0.0048584;
0.000242794;0.00485028;
0.000242799;0.00485227;
0.000242804;0.00484415;
0.000242809;0.00484614;
0.000242814;0.00483802;
0.000242819;0.00484002;
0.000242824;0.00483191;
0.000242829;0.00483391;
0.000242834;0.0048258;
0.000242839;0.0048278;
0.000242844;0.0048197;
0.000242849;0.00482171;
0.000242854;0.00481361;
0.000242859;0.00481562;
0.000242864;0.00480752;
0.000242869;0.00480954;
0.000242874;0.00480144;
0.000242879;0.00480346;
0.000242884;0.00479537;
0.000242889;0.0047974;
0.000242894;0.00478931;
0.000242899;0.00479134;
0.000242904;0.00478326;
0.000242909;0.00478529;
0.000242914;0.00477721;
0.000242919;0.00477924;
0.000242924;0.00477117;
0.000242929;0.00477321;
0.000242934;0.00476514;
0.000242939;0.00476718;
0.000242944;0.00475912;
0.000242949;0.00476116;
0.000242954;0.0047531;
0.000242959;0.00475515;
0.000242964;0.00474709;
0.000242969;0.00474914;
0.000242974;0.00474109;
0.000242979;0.00474315;
0.000242984;0.0047351;
0.000242989;0.00473716;
0.000242994;0.00472911;
0.000242999;0.00473117;
0.000243004;0.00472313;
0.000243009;0.0047252;
0.000243014;0.00471716;
0.000243019;0.00471923;
0.000243024;0.0047112;
0.000243029;0.00471327;
0.000243034;0.00470524;
0.000243039;0.00470732;
0.000243044;0.00469929;
0.000243049;0.00470138;
0.000243054;0.00469335;
0.000243059;0.00469544;
0.000243064;0.00468742;
0.000243069;0.00468951;
0.000243074;0.0046815;
0.000243079;0.00468359;
0.000243084;0.00467558;
0.000243089;0.00467768;
0.000243094;0.00466967;
0.000243099;0.00467177;
0.000243104;0.00466376;
0.000243109;0.00466587;
0.000243114;0.00465787;
0.000243119;0.00465998;
0.000243124;0.00465198;
0.000243129;0.00465409;
0.000243134;0.0046461;
0.000243139;0.00464822;
0.000243144;0.00464023;
0.000243149;0.00464235;
0.000243154;0.00463436;
0.000243159;0.00463648;
0.000243164;0.0046285;
0.000243169;0.00463063;
0.000243174;0.00462265;
0.000243179;0.00462478;
0.000243184;0.00461681;
0.000243189;0.00461894;
0.000243194;0.00461097;
0.000243199;0.00461311;
0.000243204;0.00460514;
0.000243209;0.00460729;
0.000243214;0.00459932;
0.000243219;0.00460147;
0.000243224;0.00459351;
0.000243229;0.00459566;
0.000243234;0.0045877;
0.000243239;0.00458985;
0.000243244;0.0045819;
0.000243249;0.00458406;
0.000243254;0.00457611;
0.000243259;0.00457827;
0.000243264;0.00457033;
0.000243269;0.00457249;
0.000243274;0.00456455;
0.000243279;0.00456672;
0.000243284;0.00455878;
0.000243289;0.00456095;
0.000243294;0.00455302;
0.000243299;0.00455519;
0.000243304;0.00454726;
0.000243309;0.00454944;
0.000243314;0.00454151;
0.000243319;0.00454369;
0.000243324;0.00453577;
0.000243329;0.00453796;
0.000243334;0.00453004;
0.000243339;0.00453223;
0.000243344;0.00452431;
0.000243349;0.0045265;
0.000243354;0.0045186;
0.000243359;0.00452079;
0.000243364;0.00451288;
0.000243369;0.00451508;
0.000243374;0.00450718;
0.000243379;0.00450938;
0.000243384;0.00450148;
0.000243389;0.00450369;
0.000243394;0.00449579;
0.000243399;0.004498;
0.000243404;0.00449011;
0.000243409;0.00449232;
0.000243414;0.00448443;
0.000243419;0.00448665;
0.000243424;0.00447877;
0.000243429;0.00448098;
0.000243434;0.0044731;
0.000243439;0.00447533;
0.000243444;0.00446745;
0.000243449;0.00446968;
0.000243454;0.0044618;
0.000243459;0.00446403;
0.000243464;0.00445616;
0.000243469;0.0044584;
0.000243474;0.00445053;
0.000243479;0.00445277;
0.000243484;0.00444491;
0.000243489;0.00444714;
0.000243494;0.00443929;
0.000243499;0.00444153;
0.000243504;0.00443368;
0.000243509;0.00443592;
0.000243514;0.00442807;
0.000243519;0.00443032;
0.000243524;0.00442247;
0.000243529;0.00442473;
0.000243534;0.00441688;
0.000243539;0.00441914;
0.000243544;0.0044113;
0.000243549;0.00441356;
0.000243554;0.00440573;
0.000243559;0.00440799;
0.000243564;0.00440016;
0.000243569;0.00440242;
0.000243574;0.0043946;
0.000243579;0.00439687;
0.000243584;0.00438904;
0.000243589;0.00439131;
0.000243594;0.00438349;
0.000243599;0.00438577;
0.000243604;0.00437795;
0.000243609;0.00438023;
0.000243614;0.00437242;
0.000243619;0.0043747;
0.000243624;0.00436689;
0.000243629;0.00436918;
0.000243634;0.00436137;
0.000243639;0.00436366;
0.000243644;0.00435586;
0.000243649;0.00435815;
0.000243654;0.00435035;
0.000243659;0.00435265;
0.000243664;0.00434486;
0.000243669;0.00434716;
0.000243674;0.00433936;
0.000243679;0.00434167;
0.000243684;0.00433388;
0.000243689;0.00433619;
0.000243694;0.0043284;
0.000243699;0.00433071;
0.000243704;0.00432293;
0.000243709;0.00432524;
0.000243714;0.00431747;
0.000243719;0.00431978;
0.000243724;0.00431201;
0.000243729;0.00431433;
0.000243734;0.00430656;
0.000243739;0.00430888;
0.000243744;0.00430112;
0.000243749;0.00430344;
0.000243754;0.00429568;
0.000243759;0.00429801;
0.000243764;0.00429025;
0.000243769;0.00429258;
0.000243774;0.00428483;
0.000243779;0.00428717;
0.000243784;0.00427941;
0.000243789;0.00428175;
0.000243794;0.004274;
0.000243799;0.00427635;
0.000243804;0.0042686;
0.000243809;0.00427095;
0.000243814;0.00426321;
0.000243819;0.00426556;
0.000243824;0.00425782;
0.000243829;0.00426017;
0.000243834;0.00425243;
0.000243839;0.00425479;
0.000243844;0.00424706;
0.000243849;0.00424942;
0.000243854;0.00424169;
0.000243859;0.00424405;
0.000243864;0.00423633;
0.000243869;0.00423869;
0.000243874;0.00423097;
0.000243879;0.00423334;
0.000243884;0.00422562;
0.000243889;0.004228;
0.000243894;0.00422028;
0.000243899;0.00422266;
0.000243904;0.00421494;
0.000243909;0.00421732;
0.000243914;0.00420961;
0.000243919;0.004212;
0.000243924;0.00420429;
0.000243929;0.00420668;
0.000243934;0.00419898;
0.000243939;0.00420137;
0.000243944;0.00419367;
0.000243949;0.00419606;
0.000243954;0.00418836;
0.000243959;0.00419076;
0.000243964;0.00418307;
0.000243969;0.00418547;
0.000243974;0.00417778;
0.000243979;0.00418018;
0.000243984;0.0041725;
0.000243989;0.0041749;
0.000243994;0.00416722;
0.000243999;0.00416963;
0.000244004;0.00416195;
0.000244009;0.00416436;
0.000244014;0.00415669;
0.000244019;0.0041591;
0.000244024;0.00415143;
0.000244029;0.00415385;
0.000244034;0.00414618;
0.000244039;0.0041486;
0.000244044;0.00414094;
0.000244049;0.00414336;
0.000244054;0.0041357;
0.000244059;0.00413813;
0.000244064;0.00413047;
0.000244069;0.0041329;
0.000244074;0.00412525;
0.000244079;0.00412768;
0.000244084;0.00412003;
0.000244089;0.00412247;
0.000244094;0.00411482;
0.000244099;0.00411726;
0.000244104;0.00410962;
0.000244109;0.00411206;
0.000244114;0.00410442;
0.000244119;0.00410687;
0.000244124;0.00409923;
0.000244129;0.00410168;
0.000244134;0.00409404;
0.000244139;0.0040965;
0.000244144;0.00408887;
0.000244149;0.00409132;
0.000244154;0.00408369;
0.000244159;0.00408615;
0.000244164;0.00407853;
0.000244169;0.00408099;
0.000244174;0.00407337;
0.000244179;0.00407584;
0.000244184;0.00406822;
0.000244189;0.00407069;
0.000244194;0.00406307;
0.000244199;0.00406555;
0.000244204;0.00405793;
0.000244209;0.00406041;
0.000244214;0.0040528;
0.000244219;0.00405528;
0.000244224;0.00404768;
0.000244229;0.00405016;
0.000244234;0.00404256;
0.000244239;0.00404504;
0.000244244;0.00403744;
0.000244249;0.00403993;
0.000244254;0.00403234;
0.000244259;0.00403483;
0.000244264;0.00402724;
0.000244269;0.00402973;
0.000244274;0.00402214;
0.000244279;0.00402464;
0.000244284;0.00401706;
0.000244289;0.00401955;
0.000244294;0.00401197;
0.000244299;0.00401448;
0.000244301;0.00400864;
0.000244302;0.00401314;
0.000244302;0.00400789;
0.000244303;0.00401285;
0.000244303;0.00400773;
0.000244303;0.00401272;
0.000244303;0.00400764;
0.000244303;0.00401256;
0.000244304;0.00400733;
0.000244304;0.00401208;
0.000244305;0.00400678;
0.000244305;0.00401151;
0.000244306;0.00400621;
0.000244306;0.00401114;
0.000244306;0.00400275;
0.000244306;0.00396453;
0.000244306;0.00368661;
0.000244306;0.00332143;
0.000244306;0.00247923;
0.000244306;0.00141704;
0.000244306;-0.000445365;
0.000244306;-0.00363003;
0.000244306;-0.0091478;
0.000244306;-0.0186947;
0.000244306;-0.0353347;
0.000244306;-0.0647651;
0.000244306;-0.119239;
0.000244306;-0.1523;
0.000244307;-0.185393;
0.000244307;-0.227392;
0.000244307;-0.266201;
0.000244307;-0.291946;
0.000244307;-0.305498;
0.000244307;-0.316677;
0.000244307;-0.325873;
0.000244307;-0.338025;
0.000244307;-0.349774;
0.000244307;-0.370295;
0.000244307;-0.401464;
0.000244307;-0.434951;
0.000244307;-0.433147;
0.000244307;-0.348411;
0.000244308;-0.158803;
0.000244308;0.413816;
0.000244308;1.48446;
0.000244309;2.24836;
0.000244309;2.91657;
0.000244309;3.42553;
0.000244309;3.79126;
0.00024431;4.22731;
0.00024431;4.5111;
0.000244311;4.76556;
0.000244311;4.86651;
0.000244312;4.91275;
0.000244312;4.93806;
0.000244313;4.95075;
0.000244313;4.95763;
0.000244314;4.96118;
0.000244314;4.9632;
0.000244315;4.96427;
0.000244316;4.96491;
0.000244316;4.96523;
0.000244317;4.96546;
0.000244317;4.96556;
0.000244318;4.96566;
0.000244319;4.96567;
0.00024432;4.96572;
0.000244322;4.9657;
0.000244323;4.96574;
0.000244326;4.96572;
0.000244329;4.96576;
0.000244334;4.96576;
0.000244339;4.9658;
0.000244344;4.9658;
0.000244349;4.96585;
0.000244354;4.96585;
0.000244359;4.96589;
0.000244364;4.96589;
0.000244369;4.96593;
0.000244374;4.96593;
0.000244379;4.96598;
0.000244384;4.96598;
0.000244389;4.96602;
0.000244394;4.96602;
0.000244399;4.96606;
0.000244404;4.96606;
0.000244409;4.96611;
0.000244414;4.9661;
0.000244419;4.96615;
0.000244424;4.96615;
0.000244429;4.96619;
0.000244434;4.96619;
0.000244439;4.96623;
0.000244444;4.96623;
0.000244449;4.96628;
0.000244454;4.96627;
0.000244459;4.96632;
0.000244464;4.96632;
0.000244469;4.96636;
0.000244474;4.96636;
0.000244479;4.9664;
0.000244484;4.9664;
0.000244489;4.96645;
0.000244494;4.96644;
0.000244499;4.96649;
0.000244504;4.96649;
0.000244509;4.96653;
0.000244514;4.96653;
0.000244519;4.96657;
0.000244524;4.96657;
0.000244529;4.96661;
0.000244534;4.96661;
0.000244539;4.96666;
0.000244544;4.96665;
0.000244549;4.9667;
0.000244554;4.9667;
0.000244559;4.96674;
0.000244564;4.96674;
0.000244569;4.96678;
0.000244574;4.96678;
0.000244579;4.96682;
0.000244584;4.96682;
0.000244589;4.96687;
0.000244594;4.96686;
0.000244599;4.96691;
0.000244604;4.96691;
0.000244609;4.96695;
0.000244614;4.96695;
0.000244619;4.96699;
0.000244624;4.96699;
0.000244629;4.96703;
0.000244634;4.96703;
0.000244639;4.96707;
0.000244644;4.96707;
0.000244649;4.96711;
0.000244654;4.96711;
0.000244659;4.96716;
0.000244664;4.96715;
0.000244669;4.9672;
0.000244674;4.9672;
0.000244679;4.96724;
0.000244684;4.96724;
0.000244689;4.96728;
0.000244694;4.96728;
0.000244699;4.96732;
0.000244704;4.96732;
0.000244709;4.96736;
0.000244714;4.96736;
0.000244719;4.9674;
0.000244724;4.9674;
0.000244729;4.96744;
0.000244734;4.96744;
0.000244739;4.96749;
0.000244744;4.96748;
0.000244749;4.96753;
0.000244752;4.96751;
0.000244754;4.96755;
0.000244757;4.96753;
0.000244759;4.96756;
0.000244761;4.96755;
0.000244764;4.96758;
0.000244768;4.96758;
0.000244773;4.96763;
0.000244778;4.96762;
0.000244783;4.96767;
0.000244788;4.96766;
0.000244793;4.96771;
0.000244798;4.9677;
0.000244803;4.96775;
0.000244808;4.96774;
0.000244813;4.96779;
0.000244818;4.96779;
0.000244823;4.96783;
0.000244828;4.96783;
0.000244833;4.96787;
0.000244838;4.96787;
0.000244843;4.96791;
0.000244848;4.96791;
0.000244853;4.96795;
0.000244858;4.96795;
0.000244863;4.96799;
0.000244868;4.96799;
0.000244873;4.96803;
0.000244878;4.96803;
0.000244883;4.96807;
0.000244888;4.96807;
0.000244893;4.96811;
0.000244898;4.96811;
0.000244903;4.96815;
0.000244908;4.96815;
0.000244913;4.96819;
0.000244918;4.96819;
0.000244923;4.96823;
0.000244928;4.96823;
0.000244933;4.96827;
0.000244938;4.96827;
0.000244943;4.96831;
0.000244948;4.96831;
0.000244953;4.96835;
0.000244958;4.96835;
0.000244963;4.96839;
0.000244968;4.96839;
0.000244973;4.96843;
0.000244978;4.96843;
0.000244983;4.96847;
0.000244988;4.96847;
0.000244993;4.96851;
0.000244998;4.96851;
0.000245003;4.96855;
0.000245008;4.96855;
0.000245013;4.96859;
0.000245018;4.96859;
0.000245023;4.96863;
0.000245028;4.96863;
0.000245033;4.96867;
0.000245038;4.96866;
0.000245043;4.96871;
0.000245048;4.9687;
0.000245053;4.96875;
0.000245058;4.96874;
0.000245063;4.96879;
0.000245068;4.96878;
0.000245073;4.96883;
0.000245078;4.96882;
0.000245083;4.96886;
0.000245088;4.96886;
0.000245093;4.9689;
0.000245098;4.9689;
0.000245103;4.96894;
0.000245108;4.96894;
0.000245113;4.96898;
0.000245118;4.96898;
0.000245123;4.96902;
0.000245128;4.96902;
0.000245133;4.96906;
0.000245138;4.96906;
0.000245143;4.9691;
0.000245148;4.9691;
0.000245153;4.96914;
0.000245158;4.96913;
0.000245163;4.96918;
0.000245168;4.96917;
0.000245173;4.96922;
0.000245178;4.96921;
0.000245183;4.96925;
0.000245188;4.96925;
0.000245193;4.96929;
0.000245198;4.96929;
0.000245203;4.96933;
0.000245208;4.96933;
0.000245213;4.96937;
0.000245218;4.96937;
0.000245223;4.96941;
0.000245228;4.9694;
0.000245233;4.96945;
0.000245238;4.96944;
0.000245243;4.96949;
0.000245248;4.96948;
0.000245253;4.96952;
0.000245258;4.96952;
0.000245263;4.96956;
0.000245268;4.96956;
0.000245273;4.9696;
0.000245278;4.9696;
0.000245283;4.96964;
0.000245288;4.96963;
0.000245293;4.96968;
0.000245298;4.96967;
0.000245303;4.96971;
0.000245308;4.96971;
0.000245313;4.96975;
0.000245318;4.96975;
0.000245323;4.96979;
0.000245328;4.96979;
0.000245333;4.96983;
0.000245338;4.96983;
0.000245343;4.96987;
0.000245348;4.96986;
0.000245353;4.9699;
0.000245358;4.9699;
0.000245363;4.96994;
0.000245368;4.96994;
0.000245373;4.96998;
0.000245378;4.96998;
0.000245383;4.97002;
0.000245388;4.97001;
0.000245393;4.97006;
0.000245398;4.97005;
0.000245403;4.97009;
0.000245408;4.97009;
0.000245413;4.97013;
0.000245418;4.97013;
0.000245423;4.97017;
0.000245428;4.97017;
0.000245433;4.97021;
0.000245438;4.9702;
0.000245443;4.97024;
0.000245448;4.97024;
0.000245453;4.97028;
0.000245458;4.97028;
0.000245463;4.97032;
0.000245468;4.97031;
0.000245473;4.97036;
0.000245478;4.97035;
0.000245483;4.97039;
0.000245488;4.97039;
0.000245493;4.97043;
0.000245498;4.97043;
0.000245503;4.97047;
0.000245508;4.97046;
0.000245513;4.97051;
0.000245518;4.9705;
0.000245523;4.97054;
0.000245528;4.97054;
0.000245533;4.97058;
0.000245538;4.97057;
0.000245543;4.97062;
0.000245548;4.97061;
0.000245553;4.97065;
0.000245558;4.97065;
0.000245563;4.97069;
0.000245568;4.97069;
0.000245573;4.97073;
0.000245578;4.97072;
0.000245583;4.97076;
0.000245588;4.97076;
0.000245593;4.9708;
0.000245598;4.9708;
0.000245603;4.97084;
0.000245608;4.97083;
0.000245613;4.97087;
0.000245618;4.97087;
0.000245623;4.97091;
0.000245628;4.97091;
0.000245633;4.97095;
0.000245638;4.97094;
0.000245643;4.97098;
0.000245648;4.97098;
0.000245653;4.97102;
0.000245658;4.97102;
0.000245663;4.97106;
0.000245668;4.97105;
0.000245673;4.97109;
0.000245678;4.97109;
0.000245683;4.97113;
0.000245688;4.97112;
0.000245693;4.97117;
0.000245698;4.97116;
0.000245703;4.9712;
0.000245708;4.9712;
0.000245713;4.97124;
0.000245718;4.97123;
0.000245723;4.97127;
0.000245728;4.97127;
0.000245733;4.97131;
0.000245738;4.97131;
0.000245743;4.97135;
0.000245748;4.97134;
0.000245753;4.97138;
0.000245758;4.97138;
0.000245763;4.97142;
0.000245768;4.97141;
0.000245773;4.97145;
0.000245778;4.97145;
0.000245783;4.97149;
0.000245788;4.97149;
0.000245793;4.97153;
0.000245798;4.97152;
0.000245803;4.97156;
0.000245808;4.97156;
0.000245813;4.9716;
0.000245818;4.97159;
0.000245823;4.97163;
0.000245828;4.97163;
0.000245833;4.97167;
0.000245838;4.97166;
0.000245843;4.9717;
0.000245848;4.9717;
0.000245853;4.97174;
0.000245858;4.97174;
0.000245863;4.97178;
0.000245868;4.97177;
0.000245873;4.97181;
0.000245878;4.97181;
0.000245883;4.97185;
0.000245888;4.97184;
0.000245893;4.97188;
0.000245898;4.97188;
0.000245903;4.97192;
0.000245908;4.97191;
0.000245913;4.97195;
0.000245918;4.97195;
0.000245923;4.97199;
0.000245928;4.97198;
0.000245933;4.97202;
0.000245938;4.97202;
0.000245943;4.97206;
0.000245948;4.97205;
0.000245953;4.97209;
0.000245958;4.97209;
0.000245963;4.97213;
0.000245968;4.97212;
0.000245973;4.97216;
0.000245978;4.97216;
0.000245983;4.9722;
0.000245988;4.97219;
0.000245993;4.97223;
0.000245998;4.97223;
0.000246003;4.97227;
0.000246008;4.97226;
0.000246013;4.9723;
0.000246018;4.9723;
0.000246023;4.97234;
0.000246028;4.97233;
0.000246033;4.97237;
0.000246038;4.97237;
0.000246043;4.97241;
0.000246048;4.9724;
0.000246053;4.97244;
0.000246058;4.97244;
0.000246063;4.97248;
0.000246068;4.97247;
0.000246073;4.97251;
0.000246078;4.97251;
0.000246083;4.97255;
0.000246088;4.97254;
0.000246093;4.97258;
0.000246098;4.97258;
0.000246103;4.97262;
0.000246108;4.97261;
0.000246113;4.97265;
0.000246118;4.97264;
0.000246123;4.97268;
0.000246128;4.97268;
0.000246133;4.97272;
0.000246138;4.97271;
0.000246143;4.97275;
0.000246148;4.97275;
0.000246153;4.97279;
0.000246158;4.97278;
0.000246163;4.97282;
0.000246168;4.97282;
0.000246173;4.97286;
0.000246178;4.97285;
0.000246183;4.97289;
0.000246188;4.97288;
0.000246193;4.97292;
0.000246198;4.97292;
0.000246203;4.97296;
0.000246208;4.97295;
0.000246213;4.97299;
0.000246218;4.97299;
0.000246223;4.97303;
0.000246228;4.97302;
0.000246233;4.97306;
0.000246238;4.97305;
0.000246243;4.97309;
0.000246248;4.97309;
0.000246253;4.97313;
0.000246258;4.97312;
0.000246263;4.97316;
0.000246268;4.97315;
0.000246273;4.97319;
0.000246278;4.97319;
0.000246283;4.97323;
0.000246288;4.97322;
0.000246293;4.97326;
0.000246298;4.97326;
0.000246303;4.9733;
0.000246308;4.97329;
0.000246313;4.97333;
0.000246318;4.97332;
0.000246323;4.97336;
0.000246328;4.97336;
0.000246333;4.9734;
0.000246338;4.97339;
0.000246343;4.97343;
0.000246348;4.97342;
0.000246353;4.97346;
0.000246358;4.97346;
0.000246363;4.9735;
0.000246368;4.97349;
0.000246373;4.97353;
0.000246378;4.97352;
0.000246383;4.97356;
0.000246388;4.97356;
0.000246393;4.9736;
0.000246398;4.97359;
0.000246403;4.97363;
0.000246408;4.97362;
0.000246413;4.97366;
0.000246418;4.97366;
0.000246423;4.9737;
0.000246428;4.97369;
0.000246433;4.97373;
0.000246438;4.97372;
0.000246443;4.97376;
0.000246448;4.97376;
0.000246453;4.97379;
0.000246458;4.97379;
0.000246463;4.97383;
0.000246468;4.97382;
0.000246473;4.97386;
0.000246478;4.97385;
0.000246483;4.97389;
0.000246488;4.97389;
0.000246493;4.97393;
0.000246498;4.97392;
0.000246503;4.97396;
0.000246508;4.97395;
0.000246513;4.97399;
0.000246518;4.97399;
0.000246523;4.97402;
0.000246528;4.97402;
0.000246533;4.97406;
0.000246538;4.97405;
0.000246543;4.97409;
0.000246548;4.97408;
0.000246553;4.97412;
0.000246558;4.97412;
0.000246563;4.97415;
0.000246568;4.97415;
0.000246573;4.97419;
0.000246578;4.97418;
0.000246583;4.97422;
0.000246588;4.97421;
0.000246593;4.97425;
0.000246598;4.97425;
0.000246603;4.97428;
0.000246608;4.97428;
0.000246613;4.97432;
0.000246618;4.97431;
0.000246623;4.97435;
0.000246628;4.97434;
0.000246633;4.97438;
0.000246638;4.97437;
0.000246643;4.97441;
0.000246648;4.97441;
0.000246653;4.97445;
0.000246658;4.97444;
0.000246663;4.97448;
0.000246668;4.97447;
0.000246673;4.97451;
0.000246678;4.9745;
0.000246683;4.97454;
0.000246688;4.97453;
0.000246693;4.97457;
0.000246698;4.97457;
0.000246703;4.97461;
0.000246708;4.9746;
0.000246713;4.97464;
0.000246718;4.97463;
0.000246723;4.97467;
0.000246728;4.97466;
0.000246733;4.9747;
0.000246738;4.97469;
0.000246743;4.97473;
0.000246748;4.97473;
0.000246753;4.97476;
0.000246758;4.97476;
0.000246763;4.9748;
0.000246768;4.97479;
0.000246773;4.97483;
0.000246778;4.97482;
0.000246783;4.97486;
0.000246788;4.97485;
0.000246793;4.97489;
0.000246798;4.97488;
0.000246803;4.97492;
0.000246808;4.97492;
0.000246813;4.97495;
0.000246818;4.97495;
0.000246823;4.97499;
0.000246828;4.97498;
0.000246833;4.97502;
0.000246838;4.97501;
0.000246843;4.97505;
0.000246848;4.97504;
0.000246853;4.97508;
0.000246858;4.97507;
0.000246863;4.97511;
0.000246868;4.9751;
0.000246873;4.97514;
0.000246878;4.97514;
0.000246883;4.97517;
0.000246888;4.97517;
0.000246893;4.9752;
0.000246898;4.9752;
0.000246903;4.97524;
0.000246908;4.97523;
0.000246913;4.97527;
0.000246918;4.97526;
0.000246923;4.9753;
0.000246928;4.97529;
0.000246933;4.97533;
0.000246938;4.97532;
0.000246943;4.97536;
0.000246948;4.97535;
0.000246953;4.97539;
