time;V(OSC);
8.10645e-05;4.98302;
8.10695e-05;4.98304;
8.10745e-05;4.98305;
8.10795e-05;4.98306;
8.10845e-05;4.98307;
8.10895e-05;4.98308;
8.10945e-05;4.98309;
8.10995e-05;4.9831;
8.11045e-05;4.98311;
8.11095e-05;4.98313;
8.11145e-05;4.98313;
8.11195e-05;4.98315;
8.11245e-05;4.98315;
8.11295e-05;4.98317;
8.11345e-05;4.98317;
8.11395e-05;4.98319;
8.11445e-05;4.98319;
8.11495e-05;4.98321;
8.11545e-05;4.98321;
8.11595e-05;4.98323;
8.11645e-05;4.98324;
8.11695e-05;4.98325;
8.11745e-05;4.98326;
8.11795e-05;4.98327;
8.11845e-05;4.98328;
8.11895e-05;4.98329;
8.11945e-05;4.9833;
8.11995e-05;4.98332;
8.12045e-05;4.98332;
8.12095e-05;4.98334;
8.12145e-05;4.98334;
8.12195e-05;4.98336;
8.12245e-05;4.98336;
8.12295e-05;4.98338;
8.12345e-05;4.98338;
8.12395e-05;4.9834;
8.12445e-05;4.9834;
8.12495e-05;4.98342;
8.12545e-05;4.98342;
8.12595e-05;4.98344;
8.12645e-05;4.98345;
8.12695e-05;4.98346;
8.12745e-05;4.98347;
8.12795e-05;4.98348;
8.12845e-05;4.98349;
8.12895e-05;4.9835;
8.12945e-05;4.98351;
8.12995e-05;4.98352;
8.13045e-05;4.98353;
8.13095e-05;4.98355;
8.13145e-05;4.98355;
8.13195e-05;4.98357;
8.13245e-05;4.98357;
8.13295e-05;4.98359;
8.13345e-05;4.98359;
8.13395e-05;4.98361;
8.13445e-05;4.98361;
8.13495e-05;4.98363;
8.13545e-05;4.98363;
8.13595e-05;4.98365;
8.13645e-05;4.98365;
8.13695e-05;4.98367;
8.13745e-05;4.98367;
8.13795e-05;4.98369;
8.13845e-05;4.98369;
8.13895e-05;4.98371;
8.13945e-05;4.98371;
8.13995e-05;4.98373;
8.14045e-05;4.98373;
8.14095e-05;4.98375;
8.14145e-05;4.98375;
8.14195e-05;4.98377;
8.14245e-05;4.98378;
8.14295e-05;4.98379;
8.14345e-05;4.9838;
8.14395e-05;4.98381;
8.14445e-05;4.98382;
8.14495e-05;4.98383;
8.14545e-05;4.98384;
8.14595e-05;4.98385;
8.14645e-05;4.98386;
8.14695e-05;4.98387;
8.14745e-05;4.98388;
8.14795e-05;4.98389;
8.14845e-05;4.9839;
8.14895e-05;4.98391;
8.14945e-05;4.98392;
8.14995e-05;4.98393;
8.15045e-05;4.98394;
8.15095e-05;4.98395;
8.15145e-05;4.98396;
8.15195e-05;4.98397;
8.15245e-05;4.98398;
8.15295e-05;4.98399;
8.15345e-05;4.984;
8.15395e-05;4.98401;
8.15445e-05;4.98402;
8.15495e-05;4.98405;
8.15514e-05;4.98779;
8.15514e-05;4.98785;
8.15514e-05;4.98796;
8.15515e-05;4.98823;
8.15516e-05;4.98896;
8.15518e-05;4.99147;
8.15519e-05;4.99455;
8.1552e-05;4.99879;
8.15522e-05;5.0048;
8.15523e-05;5.01432;
8.15525e-05;5.03098;
8.15527e-05;5.05846;
8.15528e-05;5.10647;
8.15529e-05;5.11509;
8.15529e-05;5.13316;
8.15529e-05;5.13793;
8.1553e-05;5.1477;
8.1553e-05;5.16838;
8.15531e-05;5.19262;
8.15532e-05;5.21006;
8.15532e-05;5.21803;
8.15532e-05;5.22075;
8.15532e-05;5.22302;
8.15532e-05;5.2245;
8.15532e-05;5.22608;
8.15532e-05;5.22918;
8.15533e-05;5.23506;
8.15533e-05;5.24516;
8.15534e-05;5.25487;
8.15536e-05;5.20014;
8.1554e-05;4.72637;
8.15543e-05;3.18506;
8.15545e-05;1.7857;
8.15547e-05;0.994323;
8.15549e-05;0.545962;
8.15551e-05;0.33222;
8.15552e-05;0.285772;
8.15552e-05;0.256792;
8.15553e-05;0.229867;
8.15554e-05;0.187002;
8.15555e-05;0.155272;
8.15557e-05;0.123491;
8.15558e-05;0.0976928;
8.1556e-05;0.0744062;
8.15563e-05;0.0531905;
8.15567e-05;0.0370038;
8.1557e-05;0.0278688;
8.15574e-05;0.0212535;
8.15578e-05;0.0171224;
8.15582e-05;0.0143093;
8.15585e-05;0.0124443;
8.15589e-05;0.0111886;
8.15592e-05;0.0103091;
8.15597e-05;0.00965537;
8.15602e-05;0.00916573;
8.15608e-05;0.00886214;
8.15615e-05;0.00864854;
8.15625e-05;0.00856738;
8.1564e-05;0.00850851;
8.15662e-05;0.00851862;
8.15707e-05;0.00849571;
8.15757e-05;0.00850881;
8.15807e-05;0.00848479;
8.15857e-05;0.00849814;
8.15907e-05;0.00847401;
8.15957e-05;0.00848741;
8.16007e-05;0.00846327;
8.16057e-05;0.00847669;
8.16107e-05;0.00845255;
8.16157e-05;0.00846598;
8.16207e-05;0.00844184;
8.16257e-05;0.00845528;
8.16307e-05;0.00843115;
8.16357e-05;0.00844459;
8.16407e-05;0.00842047;
8.16457e-05;0.00843392;
8.16507e-05;0.0084098;
8.16557e-05;0.00842326;
8.16607e-05;0.00839915;
8.16657e-05;0.00841261;
8.16707e-05;0.00838851;
8.16757e-05;0.00840198;
8.16807e-05;0.00837788;
8.16857e-05;0.00839136;
8.16907e-05;0.00836727;
8.16957e-05;0.00838075;
8.17007e-05;0.00835667;
8.17057e-05;0.00837016;
8.17107e-05;0.00834608;
8.17157e-05;0.00835958;
8.17207e-05;0.00833551;
8.17257e-05;0.00834901;
8.17307e-05;0.00832495;
8.17357e-05;0.00833846;
8.17407e-05;0.0083144;
8.17457e-05;0.00832792;
8.17507e-05;0.00830387;
8.17557e-05;0.00831739;
8.17607e-05;0.00829335;
8.17657e-05;0.00830688;
8.17707e-05;0.00828285;
8.17757e-05;0.00829638;
8.17807e-05;0.00827236;
8.17857e-05;0.0082859;
8.17907e-05;0.00826188;
8.17957e-05;0.00827543;
8.18007e-05;0.00825142;
8.18057e-05;0.00826498;
8.18107e-05;0.00824097;
8.18157e-05;0.00825453;
8.18207e-05;0.00823054;
8.18257e-05;0.00824411;
8.18307e-05;0.00822012;
8.18357e-05;0.00823369;
8.18407e-05;0.00820971;
8.18457e-05;0.00822329;
8.18507e-05;0.00819932;
8.18557e-05;0.00821291;
8.18607e-05;0.00818894;
8.18657e-05;0.00820253;
8.18707e-05;0.00817857;
8.18757e-05;0.00819217;
8.18807e-05;0.00816822;
8.18857e-05;0.00818183;
8.18907e-05;0.00815788;
8.18957e-05;0.0081715;
8.19007e-05;0.00814756;
8.19057e-05;0.00816118;
8.19107e-05;0.00813725;
8.19157e-05;0.00815087;
8.19207e-05;0.00812695;
8.19257e-05;0.00814058;
8.19307e-05;0.00811666;
8.19357e-05;0.0081303;
8.19407e-05;0.00810639;
8.19457e-05;0.00812004;
8.19507e-05;0.00809614;
8.19557e-05;0.00810979;
8.19607e-05;0.00808589;
8.19657e-05;0.00809955;
8.19707e-05;0.00807566;
8.19757e-05;0.00808932;
8.19807e-05;0.00806544;
8.19857e-05;0.00807911;
8.19907e-05;0.00805523;
8.19957e-05;0.00806891;
8.20007e-05;0.00804504;
8.20057e-05;0.00805873;
8.20107e-05;0.00803486;
8.20157e-05;0.00804855;
8.20207e-05;0.0080247;
8.20257e-05;0.00803839;
8.20307e-05;0.00801454;
8.20357e-05;0.00802824;
8.20407e-05;0.0080044;
8.20457e-05;0.00801811;
8.20507e-05;0.00799427;
8.20557e-05;0.00800799;
8.20607e-05;0.00798416;
8.20657e-05;0.00799788;
8.20707e-05;0.00797405;
8.20757e-05;0.00798778;
8.20807e-05;0.00796396;
8.20857e-05;0.00797769;
8.20907e-05;0.00795388;
8.20957e-05;0.00796762;
8.21007e-05;0.00794382;
8.21057e-05;0.00795756;
8.21107e-05;0.00793377;
8.21157e-05;0.00794752;
8.21207e-05;0.00792373;
8.21257e-05;0.00793749;
8.21307e-05;0.0079137;
8.21357e-05;0.00792746;
8.21407e-05;0.00790369;
8.21457e-05;0.00791746;
8.21507e-05;0.00789369;
8.21557e-05;0.00790746;
8.21607e-05;0.0078837;
8.21657e-05;0.00789748;
8.21707e-05;0.00787372;
8.21757e-05;0.00788751;
8.21807e-05;0.00786376;
8.21857e-05;0.00787755;
8.21907e-05;0.00785381;
8.21957e-05;0.0078676;
8.22007e-05;0.00784387;
8.22057e-05;0.00785767;
8.22107e-05;0.00783394;
8.22157e-05;0.00784775;
8.22207e-05;0.00782403;
8.22257e-05;0.00783784;
8.22307e-05;0.00781413;
8.22357e-05;0.00782795;
8.22407e-05;0.00780424;
8.2245e-05;0.00781881;
8.22489e-05;0.00779615;
8.22531e-05;0.00781078;
8.22566e-05;0.00778854;
8.22608e-05;0.00780319;
8.22653e-05;0.00777997;
8.22703e-05;0.00779381;
8.22753e-05;0.00777012;
8.22803e-05;0.00778397;
8.22853e-05;0.00776029;
8.22903e-05;0.00777414;
8.22953e-05;0.00775047;
8.23003e-05;0.00776433;
8.23053e-05;0.00774066;
8.23103e-05;0.00775453;
8.23153e-05;0.00773086;
8.23203e-05;0.00774474;
8.23253e-05;0.00772108;
8.23303e-05;0.00773496;
8.23353e-05;0.00771131;
8.23403e-05;0.00772519;
8.23453e-05;0.00770155;
8.23503e-05;0.00771544;
8.23553e-05;0.0076918;
8.23603e-05;0.0077057;
8.23653e-05;0.00768207;
8.23703e-05;0.00769597;
8.23753e-05;0.00767234;
8.23803e-05;0.00768625;
8.23853e-05;0.00766263;
8.23903e-05;0.00767655;
8.23953e-05;0.00765294;
8.24003e-05;0.00766685;
8.24053e-05;0.00764325;
8.24103e-05;0.00765717;
8.24153e-05;0.00763358;
8.24203e-05;0.00764751;
8.24253e-05;0.00762392;
8.24303e-05;0.00763785;
8.24353e-05;0.00761427;
8.24403e-05;0.00762821;
8.24453e-05;0.00760463;
8.24503e-05;0.00761858;
8.24553e-05;0.007595;
8.24603e-05;0.00760896;
8.24653e-05;0.00758539;
8.24703e-05;0.00759935;
8.24753e-05;0.00757579;
8.24803e-05;0.00758975;
8.24853e-05;0.0075662;
8.24903e-05;0.00758017;
8.24953e-05;0.00755662;
8.25003e-05;0.0075706;
8.25053e-05;0.00754706;
8.25103e-05;0.00756104;
8.25153e-05;0.00753751;
8.25203e-05;0.00755149;
8.25253e-05;0.00752797;
8.25303e-05;0.00754196;
8.25353e-05;0.00751844;
8.25403e-05;0.00753244;
8.25453e-05;0.00750892;
8.25503e-05;0.00752293;
8.25553e-05;0.00749942;
8.25603e-05;0.00751343;
8.25653e-05;0.00748993;
8.25703e-05;0.00750394;
8.25753e-05;0.00748045;
8.25803e-05;0.00749447;
8.25853e-05;0.00747098;
8.25903e-05;0.007485;
8.25953e-05;0.00746152;
8.26003e-05;0.00747555;
8.26053e-05;0.00745208;
8.26103e-05;0.00746611;
8.26153e-05;0.00744264;
8.26203e-05;0.00745669;
8.26253e-05;0.00743322;
8.26303e-05;0.00744727;
8.26353e-05;0.00742381;
8.26403e-05;0.00743787;
8.26453e-05;0.00741442;
8.26503e-05;0.00742848;
8.26553e-05;0.00740503;
8.26603e-05;0.0074191;
8.26653e-05;0.00739566;
8.26703e-05;0.00740973;
8.26753e-05;0.0073863;
8.26803e-05;0.00740037;
8.26853e-05;0.00737695;
8.26903e-05;0.00739103;
8.26953e-05;0.00736761;
8.27003e-05;0.0073817;
8.27053e-05;0.00735829;
8.27103e-05;0.00737238;
8.27153e-05;0.00734897;
8.27203e-05;0.00736307;
8.27253e-05;0.00733967;
8.27303e-05;0.00735378;
8.27353e-05;0.00733038;
8.27403e-05;0.00734449;
8.27453e-05;0.00732111;
8.27503e-05;0.00733522;
8.27553e-05;0.00731184;
8.27603e-05;0.00732596;
8.27653e-05;0.00730259;
8.27703e-05;0.00731671;
8.27753e-05;0.00729334;
8.27803e-05;0.00730748;
8.27853e-05;0.00728411;
8.27903e-05;0.00729825;
8.27953e-05;0.0072749;
8.28003e-05;0.00728904;
8.28053e-05;0.00726569;
8.28103e-05;0.00727984;
8.28153e-05;0.00725649;
8.28203e-05;0.00727065;
8.28253e-05;0.00724731;
8.28303e-05;0.00726147;
8.28353e-05;0.00723814;
8.28403e-05;0.00725231;
8.28453e-05;0.00722898;
8.28503e-05;0.00724315;
8.28553e-05;0.00721983;
8.28603e-05;0.00723401;
8.28653e-05;0.0072107;
8.28703e-05;0.00722488;
8.28753e-05;0.00720157;
8.28803e-05;0.00721576;
8.28853e-05;0.00719246;
8.28903e-05;0.00720665;
8.28953e-05;0.00718336;
8.29003e-05;0.00719756;
8.29053e-05;0.00717427;
8.29103e-05;0.00718847;
8.29153e-05;0.00716519;
8.29203e-05;0.0071794;
8.29253e-05;0.00715612;
8.29303e-05;0.00717034;
8.29353e-05;0.00714707;
8.29403e-05;0.00716129;
8.29453e-05;0.00713803;
8.29503e-05;0.00715225;
8.29553e-05;0.00712899;
8.29603e-05;0.00714323;
8.29653e-05;0.00711997;
8.29703e-05;0.00713421;
8.29753e-05;0.00711097;
8.29803e-05;0.00712521;
8.29853e-05;0.00710197;
8.29903e-05;0.00711622;
8.29953e-05;0.00709298;
8.30003e-05;0.00710724;
8.30053e-05;0.00708401;
8.30103e-05;0.00709827;
8.30153e-05;0.00707505;
8.30203e-05;0.00708931;
8.30253e-05;0.00706609;
8.30303e-05;0.00708037;
8.30353e-05;0.00705716;
8.30403e-05;0.00707143;
8.30453e-05;0.00704823;
8.30503e-05;0.00706251;
8.30553e-05;0.00703931;
8.30603e-05;0.0070536;
8.30653e-05;0.0070304;
8.30703e-05;0.0070447;
8.30753e-05;0.00702151;
8.30803e-05;0.00703581;
8.30853e-05;0.00701263;
8.30903e-05;0.00702693;
8.30953e-05;0.00700376;
8.31003e-05;0.00701806;
8.31053e-05;0.0069949;
8.31103e-05;0.00700921;
8.31153e-05;0.00698605;
8.31203e-05;0.00700037;
8.31253e-05;0.00697721;
8.31303e-05;0.00699153;
8.31353e-05;0.00696838;
8.31403e-05;0.00698271;
8.31453e-05;0.00695957;
8.31503e-05;0.0069739;
8.31553e-05;0.00695076;
8.31603e-05;0.0069651;
8.31653e-05;0.00694197;
8.31703e-05;0.00695632;
8.31753e-05;0.00693319;
8.31803e-05;0.00694754;
8.31853e-05;0.00692442;
8.31903e-05;0.00693878;
8.31953e-05;0.00691566;
8.32003e-05;0.00693002;
8.32053e-05;0.00690691;
8.32103e-05;0.00692128;
8.32153e-05;0.00689818;
8.32203e-05;0.00691255;
8.32253e-05;0.00688945;
8.32303e-05;0.00690383;
8.32353e-05;0.00688074;
8.32403e-05;0.00689512;
8.32453e-05;0.00687203;
8.32503e-05;0.00688642;
8.32553e-05;0.00686334;
8.32603e-05;0.00687774;
8.32653e-05;0.00685466;
8.32703e-05;0.00686906;
8.32753e-05;0.00684599;
8.32803e-05;0.00686039;
8.32853e-05;0.00683733;
8.32903e-05;0.00685174;
8.32953e-05;0.00682868;
8.33003e-05;0.0068431;
8.33053e-05;0.00682005;
8.33103e-05;0.00683447;
8.33153e-05;0.00681142;
8.33203e-05;0.00682585;
8.33253e-05;0.00680281;
8.33303e-05;0.00681724;
8.33353e-05;0.0067942;
8.33403e-05;0.00680864;
8.33453e-05;0.00678561;
8.33503e-05;0.00680005;
8.33553e-05;0.00677703;
8.33603e-05;0.00679147;
8.33653e-05;0.00676846;
8.33703e-05;0.00678291;
8.33753e-05;0.0067599;
8.33803e-05;0.00677435;
8.33853e-05;0.00675135;
8.33903e-05;0.00676581;
8.33953e-05;0.00674281;
8.34003e-05;0.00675728;
8.34053e-05;0.00673428;
8.34103e-05;0.00674876;
8.34153e-05;0.00672577;
8.34203e-05;0.00674024;
8.34253e-05;0.00671726;
8.34303e-05;0.00673174;
8.34353e-05;0.00670877;
8.34403e-05;0.00672325;
8.34453e-05;0.00670028;
8.34503e-05;0.00671478;
8.34553e-05;0.00669181;
8.34603e-05;0.00670631;
8.34653e-05;0.00668335;
8.34703e-05;0.00669785;
8.34753e-05;0.0066749;
8.34803e-05;0.0066894;
8.34853e-05;0.00666646;
8.34903e-05;0.00668097;
8.34953e-05;0.00665803;
8.35003e-05;0.00667254;
8.35053e-05;0.00664961;
8.35103e-05;0.00666413;
8.35153e-05;0.0066412;
8.35203e-05;0.00665573;
8.35253e-05;0.0066328;
8.35303e-05;0.00664733;
8.35353e-05;0.00662441;
8.35403e-05;0.00663895;
8.35453e-05;0.00661604;
8.35503e-05;0.00663058;
8.35553e-05;0.00660767;
8.35603e-05;0.00662222;
8.35653e-05;0.00659931;
8.35703e-05;0.00661387;
8.35753e-05;0.00659097;
8.35803e-05;0.00660553;
8.35853e-05;0.00658263;
8.35903e-05;0.0065972;
8.35953e-05;0.00657431;
8.36003e-05;0.00658888;
8.36053e-05;0.006566;
8.36103e-05;0.00658057;
8.36153e-05;0.00655769;
8.36203e-05;0.00657227;
8.36253e-05;0.0065494;
8.36303e-05;0.00656398;
8.36353e-05;0.00654112;
8.36403e-05;0.00655571;
8.36453e-05;0.00653285;
8.36503e-05;0.00654744;
8.36553e-05;0.00652459;
8.36603e-05;0.00653918;
8.36653e-05;0.00651634;
8.36703e-05;0.00653094;
8.36753e-05;0.0065081;
8.36803e-05;0.0065227;
8.36853e-05;0.00649987;
8.36903e-05;0.00651448;
8.36953e-05;0.00649165;
8.37003e-05;0.00650626;
8.37053e-05;0.00648344;
8.37103e-05;0.00649806;
8.37153e-05;0.00647524;
8.37203e-05;0.00648986;
8.37253e-05;0.00646705;
8.37303e-05;0.00648168;
8.37353e-05;0.00645887;
8.37403e-05;0.00647351;
8.37453e-05;0.0064507;
8.37503e-05;0.00646534;
8.37553e-05;0.00644255;
8.37603e-05;0.00645719;
8.37653e-05;0.0064344;
8.37703e-05;0.00644905;
8.37753e-05;0.00642626;
8.37803e-05;0.00644092;
8.37853e-05;0.00641814;
8.37903e-05;0.0064328;
8.37953e-05;0.00641002;
8.38003e-05;0.00642468;
8.38053e-05;0.00640191;
8.38103e-05;0.00641658;
8.38153e-05;0.00639382;
8.38203e-05;0.00640849;
8.38253e-05;0.00638573;
8.38303e-05;0.00640041;
8.38353e-05;0.00637766;
8.38403e-05;0.00639234;
8.38453e-05;0.00636959;
8.38503e-05;0.00638428;
8.38553e-05;0.00636154;
8.38603e-05;0.00637623;
8.38653e-05;0.00635349;
8.38703e-05;0.00636819;
8.38753e-05;0.00634546;
8.38803e-05;0.00636016;
8.38853e-05;0.00633743;
8.38903e-05;0.00635214;
8.38953e-05;0.00632942;
8.39003e-05;0.00634413;
8.39053e-05;0.00632142;
8.39103e-05;0.00633613;
8.39153e-05;0.00631342;
8.39203e-05;0.00632814;
8.39253e-05;0.00630544;
8.39303e-05;0.00632016;
8.39353e-05;0.00629746;
8.39403e-05;0.00631219;
8.39453e-05;0.0062895;
8.39503e-05;0.00630424;
8.39553e-05;0.00628155;
8.39603e-05;0.00629629;
8.39653e-05;0.0062736;
8.39703e-05;0.00628835;
8.39753e-05;0.00626567;
8.39803e-05;0.00628042;
8.39853e-05;0.00625775;
8.39903e-05;0.0062725;
8.39953e-05;0.00624983;
8.40003e-05;0.00626459;
8.40053e-05;0.00624193;
8.40103e-05;0.00625669;
8.40153e-05;0.00623404;
8.40203e-05;0.0062488;
8.40253e-05;0.00622615;
8.40303e-05;0.00624092;
8.40353e-05;0.00621828;
8.40403e-05;0.00623306;
8.40453e-05;0.00621042;
8.40503e-05;0.0062252;
8.40553e-05;0.00620256;
8.40603e-05;0.00621735;
8.40653e-05;0.00619472;
8.40703e-05;0.00620951;
8.40753e-05;0.00618688;
8.40803e-05;0.00620168;
8.40853e-05;0.00617906;
8.40903e-05;0.00619386;
8.40953e-05;0.00617125;
8.41003e-05;0.00618605;
8.41053e-05;0.00616344;
8.41103e-05;0.00617825;
8.41153e-05;0.00615565;
8.41203e-05;0.00617046;
8.41253e-05;0.00614786;
8.41303e-05;0.00616268;
8.41353e-05;0.00614009;
8.41403e-05;0.00615491;
8.41453e-05;0.00613232;
8.41503e-05;0.00614715;
8.41553e-05;0.00612457;
8.41603e-05;0.0061394;
8.41653e-05;0.00611682;
8.41703e-05;0.00613166;
8.41753e-05;0.00610909;
8.41803e-05;0.00612393;
8.41853e-05;0.00610136;
8.41903e-05;0.00611621;
8.41953e-05;0.00609365;
8.42003e-05;0.0061085;
8.42053e-05;0.00608594;
8.42103e-05;0.00610079;
8.42153e-05;0.00607824;
8.42203e-05;0.0060931;
8.42253e-05;0.00607056;
8.42303e-05;0.00608542;
8.42353e-05;0.00606288;
8.42403e-05;0.00607775;
8.42453e-05;0.00605521;
8.42503e-05;0.00607009;
8.42553e-05;0.00604755;
8.42603e-05;0.00606243;
8.42653e-05;0.00603991;
8.42703e-05;0.00605479;
8.42753e-05;0.00603227;
8.42803e-05;0.00604716;
8.42853e-05;0.00602464;
8.42903e-05;0.00603953;
8.42953e-05;0.00601702;
8.43003e-05;0.00603192;
8.43053e-05;0.00600941;
8.43103e-05;0.00602431;
8.43153e-05;0.00600181;
8.43203e-05;0.00601672;
8.43253e-05;0.00599422;
8.43303e-05;0.00600913;
8.43353e-05;0.00598664;
8.43403e-05;0.00600156;
8.43453e-05;0.00597907;
8.43503e-05;0.00599399;
8.43553e-05;0.00597151;
8.43603e-05;0.00598643;
8.43653e-05;0.00596396;
8.43703e-05;0.00597888;
8.43753e-05;0.00595642;
8.43803e-05;0.00597135;
8.43853e-05;0.00594888;
8.43903e-05;0.00596382;
8.43953e-05;0.00594136;
8.44003e-05;0.0059563;
8.44053e-05;0.00593385;
8.44103e-05;0.00594879;
8.44153e-05;0.00592634;
8.44203e-05;0.00594129;
8.44253e-05;0.00591885;
8.44303e-05;0.0059338;
8.44353e-05;0.00591136;
8.44403e-05;0.00592632;
8.44453e-05;0.00590389;
8.44503e-05;0.00591885;
8.44553e-05;0.00589642;
8.44603e-05;0.00591139;
8.44653e-05;0.00588896;
8.44703e-05;0.00590393;
8.44753e-05;0.00588151;
8.44803e-05;0.00589649;
8.44853e-05;0.00587408;
8.44903e-05;0.00588906;
8.44953e-05;0.00586665;
8.45003e-05;0.00588163;
8.45053e-05;0.00585923;
8.45103e-05;0.00587422;
8.45153e-05;0.00585182;
8.45203e-05;0.00586681;
8.45253e-05;0.00584442;
8.45303e-05;0.00585942;
8.45353e-05;0.00583703;
8.45403e-05;0.00585203;
8.45453e-05;0.00582964;
8.45503e-05;0.00584465;
8.45553e-05;0.00582227;
8.45603e-05;0.00583728;
8.45653e-05;0.00581491;
8.45703e-05;0.00582992;
8.45753e-05;0.00580756;
8.45803e-05;0.00582257;
8.45853e-05;0.00580021;
8.45903e-05;0.00581523;
8.45953e-05;0.00579288;
8.46003e-05;0.0058079;
8.46053e-05;0.00578555;
8.46103e-05;0.00580058;
8.46153e-05;0.00577823;
8.46203e-05;0.00579327;
8.46253e-05;0.00577092;
8.46303e-05;0.00578596;
8.46353e-05;0.00576363;
8.46403e-05;0.00577867;
8.46453e-05;0.00575634;
8.46503e-05;0.00577139;
8.46553e-05;0.00574906;
8.46603e-05;0.00576411;
8.46653e-05;0.00574178;
8.46703e-05;0.00575684;
8.46753e-05;0.00573452;
8.46803e-05;0.00574958;
8.46853e-05;0.00572727;
8.46903e-05;0.00574234;
8.46953e-05;0.00572003;
8.47003e-05;0.0057351;
8.47053e-05;0.00571279;
8.47103e-05;0.00572787;
8.47153e-05;0.00570557;
8.47203e-05;0.00572064;
8.47253e-05;0.00569835;
8.47303e-05;0.00571343;
8.47353e-05;0.00569114;
8.47403e-05;0.00570623;
8.47453e-05;0.00568394;
8.47503e-05;0.00569903;
8.47553e-05;0.00567675;
8.47603e-05;0.00569185;
8.47653e-05;0.00566957;
8.47703e-05;0.00568467;
8.47753e-05;0.0056624;
8.47803e-05;0.00567751;
8.47853e-05;0.00565524;
8.47903e-05;0.00567035;
8.47953e-05;0.00564809;
8.48003e-05;0.0056632;
8.48053e-05;0.00564094;
8.48103e-05;0.00565606;
8.48153e-05;0.00563381;
8.48203e-05;0.00564893;
8.48253e-05;0.00562668;
8.48303e-05;0.0056418;
8.48353e-05;0.00561956;
8.48403e-05;0.00563469;
8.48453e-05;0.00561245;
8.48503e-05;0.00562759;
8.48553e-05;0.00560535;
8.48603e-05;0.00562049;
8.48653e-05;0.00559826;
8.48703e-05;0.0056134;
8.48753e-05;0.00559118;
8.48803e-05;0.00560633;
8.48853e-05;0.00558411;
8.48903e-05;0.00559926;
8.48953e-05;0.00557704;
8.49003e-05;0.0055922;
8.49053e-05;0.00556999;
8.49103e-05;0.00558515;
8.49153e-05;0.00556294;
8.49203e-05;0.0055781;
8.49253e-05;0.00555591;
8.49303e-05;0.00557107;
8.49353e-05;0.00554888;
8.49403e-05;0.00556405;
8.49453e-05;0.00554186;
8.49503e-05;0.00555703;
8.49553e-05;0.00553485;
8.49603e-05;0.00555002;
8.49653e-05;0.00552784;
8.49703e-05;0.00554303;
8.49753e-05;0.00552085;
8.49803e-05;0.00553604;
8.49853e-05;0.00551387;
8.49903e-05;0.00552906;
8.49953e-05;0.00550689;
8.50003e-05;0.00552208;
8.50053e-05;0.00549992;
8.50103e-05;0.00551512;
8.50153e-05;0.00549296;
8.50203e-05;0.00550817;
8.50253e-05;0.00548601;
8.50303e-05;0.00550122;
8.50353e-05;0.00547907;
8.50403e-05;0.00549428;
8.50453e-05;0.00547214;
8.50503e-05;0.00548736;
8.50553e-05;0.00546522;
8.50603e-05;0.00548044;
8.50653e-05;0.0054583;
8.50703e-05;0.00547352;
8.50753e-05;0.0054514;
8.50803e-05;0.00546662;
8.50853e-05;0.0054445;
8.50903e-05;0.00545973;
8.50953e-05;0.00543761;
8.51003e-05;0.00545284;
8.51053e-05;0.00543073;
8.51103e-05;0.00544597;
8.51153e-05;0.00542386;
8.51203e-05;0.0054391;
8.51253e-05;0.005417;
8.51303e-05;0.00543224;
8.51353e-05;0.00541014;
8.51403e-05;0.00542539;
8.51453e-05;0.0054033;
8.51503e-05;0.00541855;
8.51553e-05;0.00539646;
8.51603e-05;0.00541172;
8.51653e-05;0.00538963;
8.51703e-05;0.00540489;
8.51753e-05;0.00538281;
8.51803e-05;0.00539808;
8.51853e-05;0.005376;
8.51903e-05;0.00539127;
8.51953e-05;0.0053692;
8.52003e-05;0.00538447;
8.52053e-05;0.0053624;
8.52103e-05;0.00537768;
8.52153e-05;0.00535562;
8.52203e-05;0.0053709;
8.52253e-05;0.00534884;
8.52303e-05;0.00536413;
8.52353e-05;0.00534207;
8.52403e-05;0.00535736;
8.52453e-05;0.00533531;
8.52503e-05;0.0053506;
8.52553e-05;0.00532856;
8.52603e-05;0.00534386;
8.52653e-05;0.00532182;
8.52703e-05;0.00533712;
8.52753e-05;0.00531508;
8.52803e-05;0.00533039;
8.52853e-05;0.00530835;
8.52903e-05;0.00532366;
8.52953e-05;0.00530164;
8.53003e-05;0.00531695;
8.53053e-05;0.00529493;
8.53103e-05;0.00531024;
8.53153e-05;0.00528823;
8.53203e-05;0.00530355;
8.53253e-05;0.00528153;
8.53303e-05;0.00529686;
8.53353e-05;0.00527485;
8.53403e-05;0.00529018;
8.53453e-05;0.00526817;
8.53503e-05;0.00528351;
8.53553e-05;0.00526151;
8.53603e-05;0.00527684;
8.53653e-05;0.00525485;
8.53703e-05;0.00527019;
8.53753e-05;0.0052482;
8.53803e-05;0.00526354;
8.53853e-05;0.00524156;
8.53903e-05;0.0052569;
8.53953e-05;0.00523492;
8.54003e-05;0.00525027;
8.54053e-05;0.0052283;
8.54103e-05;0.00524365;
8.54153e-05;0.00522168;
8.54203e-05;0.00523704;
8.54253e-05;0.00521507;
8.54303e-05;0.00523043;
8.54353e-05;0.00520847;
8.54403e-05;0.00522384;
8.54453e-05;0.00520188;
8.54503e-05;0.00521725;
8.54553e-05;0.00519529;
8.54603e-05;0.00521067;
8.54653e-05;0.00518872;
8.54703e-05;0.0052041;
8.54753e-05;0.00518215;
8.54803e-05;0.00519753;
